51.0	1847.0
51.0	1846.0
51.0	1846.0
51.0	1845.0
51.0	1844.0
51.0	1843.0
51.0	1843.0
51.0	1844.0
51.0	1844.0
51.0	1843.0
51.0	1843.0
51.0	1842.0
51.0	1842.0
51.0	1843.0
51.0	1841.0
51.0	1842.0
51.0	1841.0
51.0	1841.0
50.0	1840.0
50.0	1841.0
51.0	1842.0
51.0	1841.0
51.0	1842.0
51.0	1841.0
51.0	1842.0
51.0	1842.0
51.0	1842.0
50.0	1842.0
51.0	1843.0
51.0	1841.0
51.0	1840.0
50.0	1840.0
51.0	1842.0
51.0	1840.0
51.0	1841.0
50.0	1839.0
50.0	1839.0
50.0	1841.0
50.0	1839.0
50.0	1838.0
50.0	1840.0
50.0	1840.0
50.0	1840.0
50.0	1838.0
50.0	1840.0
50.0	1840.0
50.0	1840.0
50.0	1841.0
50.0	1839.0
50.0	1840.0
50.0	1840.0
50.0	1839.0
50.0	1840.0
50.0	1842.0
50.0	1843.0
50.0	1840.0
50.0	1838.0
50.0	1839.0
50.0	1839.0
50.0	1838.0
50.0	1837.0
50.0	1839.0
50.0	1839.0
50.0	1838.0
50.0	1838.0
50.0	1839.0
50.0	1840.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
8.0	445.0
45.0	1533.0
48.0	1561.0
49.0	1563.0
48.0	1563.0
49.0	1562.0
48.0	1561.0
48.0	1561.0
48.0	1560.0
48.0	1560.0
48.0	1562.0
48.0	1560.0
48.0	1560.0
48.0	1561.0
48.0	1561.0
48.0	1561.0
48.0	1560.0
48.0	1559.0
48.0	1560.0
48.0	1560.0
48.0	1561.0
48.0	1561.0
48.0	1559.0
48.0	1559.0
48.0	1560.0
48.0	1559.0
48.0	1549.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
38.0	1068.0
49.0	1550.0
49.0	1561.0
49.0	1563.0
48.0	1562.0
48.0	1561.0
48.0	1560.0
48.0	1560.0
48.0	1560.0
48.0	1559.0
48.0	1560.0
48.0	1560.0
48.0	1560.0
48.0	1560.0
48.0	1559.0
48.0	1560.0
48.0	1560.0
48.0	1561.0
48.0	1560.0
48.0	1559.0
48.0	1558.0
48.0	1558.0
48.0	1559.0
48.0	1559.0
48.0	1559.0
48.0	1558.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
22.0	924.0
44.0	1288.0
46.0	1296.0
46.0	1297.0
46.0	1296.0
46.0	1297.0
46.0	1296.0
46.0	1296.0
46.0	1296.0
46.0	1296.0
46.0	1297.0
46.0	1296.0
46.0	1295.0
46.0	1296.0
46.0	1297.0
46.0	1297.0
46.0	1297.0
46.0	1296.0
46.0	1296.0
46.0	1296.0
46.0	1297.0
46.0	1296.0
46.0	1297.0
46.0	1296.0
46.0	1295.0
46.0	1296.0
46.0	1295.0
46.0	1296.0
46.0	1296.0
46.0	1295.0
45.0	1058.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
43.0	994.0
44.0	1031.0
44.0	1033.0
44.0	1035.0
44.0	1035.0
44.0	1036.0
44.0	1036.0
44.0	1035.0
44.0	1035.0
44.0	1036.0
44.0	1035.0
44.0	1035.0
44.0	1035.0
44.0	1034.0
44.0	1035.0
44.0	1034.0
44.0	1034.0
44.0	1033.0
44.0	1034.0
44.0	1036.0
44.0	1035.0
44.0	1035.0
44.0	1036.0
44.0	1034.0
44.0	1035.0
44.0	1033.0
44.0	1035.0
44.0	1035.0
44.0	1035.0
44.0	1035.0
44.0	1035.0
44.0	1035.0
44.0	1035.0
44.0	1035.0
44.0	1035.0
44.0	1035.0
44.0	1036.0
44.0	1034.0
44.0	1034.0
44.0	1033.0
44.0	1033.0
44.0	1032.0
44.0	1033.0
0.0	0.0
0.0	0.0
0.0	0.0
