0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
2.0	162.0
35.0	517.0
44.0	534.0
45.0	535.0
46.0	535.0
46.0	535.0
46.0	535.0
46.0	535.0
46.0	534.0
46.0	534.0
46.0	535.0
46.0	535.0
46.0	534.0
46.0	534.0
46.0	535.0
46.0	535.0
46.0	534.0
46.0	535.0
46.0	533.0
46.0	535.0
46.0	535.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	535.0
46.0	534.0
46.0	534.0
46.0	533.0
46.0	533.0
46.0	534.0
46.0	535.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	535.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	533.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	533.0
46.0	534.0
46.0	534.0
46.0	533.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	535.0
46.0	534.0
46.0	534.0
46.0	535.0
46.0	535.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	535.0
46.0	534.0
46.0	535.0
46.0	534.0
46.0	534.0
45.0	534.0
46.0	534.0
46.0	534.0
46.0	533.0
45.0	533.0
45.0	533.0
45.0	533.0
46.0	533.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	535.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	535.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	534.0
46.0	533.0
45.0	534.0
45.0	533.0
45.0	533.0
45.0	533.0
45.0	534.0
45.0	533.0
45.0	533.0
45.0	533.0
45.0	533.0
45.0	534.0
45.0	533.0
45.0	533.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
8.0	417.0
38.0	769.0
42.0	778.0
43.0	779.0
43.0	779.0
43.0	779.0
43.0	779.0
43.0	778.0
43.0	778.0
43.0	779.0
43.0	778.0
43.0	777.0
43.0	779.0
43.0	778.0
43.0	778.0
43.0	779.0
43.0	778.0
43.0	778.0
43.0	778.0
43.0	778.0
42.0	777.0
43.0	777.0
43.0	778.0
43.0	776.0
43.0	778.0
43.0	779.0
43.0	778.0
43.0	778.0
43.0	778.0
43.0	778.0
43.0	779.0
43.0	779.0
43.0	778.0
43.0	778.0
43.0	778.0
43.0	777.0
43.0	778.0
43.0	778.0
43.0	778.0
43.0	778.0
43.0	778.0
43.0	778.0
43.0	779.0
43.0	778.0
43.0	777.0
43.0	777.0
43.0	778.0
43.0	777.0
43.0	778.0
43.0	778.0
43.0	778.0
43.0	777.0
43.0	778.0
43.0	777.0
43.0	777.0
43.0	778.0
43.0	777.0
42.0	776.0
42.0	777.0
43.0	776.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
34.0	755.0
41.0	777.0
42.0	777.0
48.0	829.0
61.0	873.0
70.0	891.0
69.0	891.0
59.0	855.0
75.0	896.0
70.0	889.0
82.0	906.0
90.0	923.0
80.0	911.0
57.0	825.0
86.0	912.0
77.0	903.0
67.0	884.0
59.0	858.0
78.0	903.0
69.0	891.0
57.0	816.0
74.0	889.0
66.0	882.0
55.0	818.0
70.0	880.0
70.0	888.0
63.0	874.0
49.0	810.0
78.0	898.0
67.0	882.0
54.0	815.0
72.0	883.0
66.0	878.0
67.0	886.0
62.0	865.0
47.0	788.0
43.0	783.0
65.0	880.0
67.0	886.0
67.0	887.0
