name,time,M1_CURRENT_FEEDRATE,S1.ActualAcceleration,S1.ActualPosition,S1.ActualVelocity,S1.CommandAcceleration,S1.CommandPosition,S1.CommandVelocity,S1.CurrentCommand,S1.CurrentFeedback,S1.CurrentReference,S1.DCBusVoltage,S1.LoadObserverTorqueEstimate,S1.OutputCurrent,S1.OutputPower,S1.OutputVoltage,S1.SystemInertia,S1.TorqueLowPassFilterBandwidthEstimate,S1.TorqueReference,X1.ActualAcceleration,X1.ActualPosition,X1.ActualVelocity,X1.CommandAcceleration,X1.CommandPosition,X1.CommandVelocity,X1.CurrentCommand,X1.CurrentFeedback,X1.CurrentReference,X1.DCBusVoltage,X1.LoadObserverTorqueEstimate,X1.OutputCurrent,X1.OutputPower,X1.OutputVoltage,X1.TorqueLowPassFilterBandwidthEstimate,X1.TorqueReference,Y1.ActualAcceleration,Y1.ActualPosition,Y1.ActualVelocity,Y1.CommandAcceleration,Y1.CommandPosition,Y1.CommandVelocity,Y1.CurrentCommand,Y1.CurrentFeedback,Y1.CurrentReference,Y1.DCBusVoltage,Y1.LoadObserverTorqueEstimate,Y1.OutputCurrent,Y1.OutputPower,Y1.OutputVoltage,Y1.TorqueLowPassFilterBandwidthEstimate,Y1.TorqueReference,Z1.ActualAcceleration,Z1.ActualPosition,Z1.ActualVelocity,Z1.CommandAcceleration,Z1.CommandPosition,Z1.CommandVelocity,Z1.CurrentCommand,Z1.CurrentFeedback,Z1.CurrentReference,Z1.DCBusVoltage,Z1.LoadObserverTorqueEstimate,Z1.OutputCurrent,Z1.OutputPower,Z1.OutputVoltage,Z1.TorqueLowPassFilterBandwidthEstimate,Z1.TorqueReference
Timestamp,2017-07-25T20:33:04.41Z,50,-9.874999,-1948.305,23.34825,0,-1948.111,23.33333,0,15.95427,0,320.8418,0,0.6929647,0.05901108,54.19014,0.4636263,0,0,-481.25,179.3737,-0.275,0,179.3731,0,0,7.712702,0,324.7346,0,0.1340615,0.0003129846,9.504982,0,0,6.25,116.6501,0.025,-999.9999,116.618,-6,0,-1.83311,0,323.4261,0,0.03207898,1.180673e-05,4.35822,0,0,6.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:04.647Z,50,23.5,-1942.799,23.37775,0,-1942.604,23.33333,0,18.15747,0,322.7552,0,0.6988314,0.05845955,56.25983,0.4636263,0,0,-1156.25,179.2995,-10.65,-999.9999,179.1731,-18,0,-17.43062,0,324.2027,0,0.2716039,0.006479306,22.62755,0,0,-143.75,111.3652,0.075,0,111.368,0,0,0.1436158,0,323.6624,0,0.02253983,1.68828e-06,1.767429,0,0,0,1.0001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:04.751Z,50,0.5624999,-1940.371,23.38425,0,-1940.178,23.33333,0,14.60549,0,321.9944,0,0.65653,0.05552149,56.10604,0.4636263,0,0,-450,177.9194,-6.2,-704.9039,177.8271,-12.68307,0,-19.94176,0,324.6601,0,0.2773103,0.003927025,22.23519,0,0,-325,111.3217,-5.925,-709.0204,111.2262,-12.76611,0,-19.69464,0,323.1758,0,0.3534186,0.005915659,20.2025,0,0,-37.5,0.9992,-0.175,-20.20197,0.9953332,-0.4074867,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:04.848Z,50,-3.5625,-1938.132,23.3235,-9.536742e-07,-1937.938,23.33333,0,18.06324,0,322.585,0,0.710909,0.05947141,56.90525,0.4636263,0,0,93.74999,176.282,-17.625,-0.6798744,176.1413,-17.6857,0,-5.604697,0,323.8564,0,0.1182717,0.004340127,28.99067,0,0,74.99999,109.6775,-17.425,0.7059097,109.5358,-17.66946,0,-9.274467,0,322.4935,0,0.1481755,0.005424872,31.40454,0,0,18.75,0.9722,0,6.798648,0.9732187,0.07946548,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:05.05Z,50,-19.8125,-1933.371,23.333,9.536742e-07,-1933.178,23.33333,0,14.97791,0,321.8907,0,0.6725392,0.05682131,55.63638,0.4636263,0,0,62.49999,174.7935,0.125,0,174.7931,0,0,-1.861144,0,324.911,0,0.02935041,0,3.143994,0,0,-93.74999,105.7427,-25.5,0,105.5445,-25,0,-5.166402,0,322.5565,0,0.1232055,0.006373662,37.59172,0,0,0,1.0002,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:05.351Z,50,-3.5,-1926.372,23.3255,0,-1926.178,23.33333,0,17.47283,0,321.2998,0,0.743291,0.0627504,56.03617,0.4636263,0,0,56.25,174.7933,0.09999999,0,174.7931,0,0,-2.701456,0,324.6859,0,0.0292812,-7.506823e-06,2.484334,0,0,-12.5,98.2433,-25.275,0,98.04455,-25,0,-5.979885,0,322.681,0,0.1241936,0.006524859,37.92752,0,0,-6.25,1,-0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:05.55Z,50,21,-1921.799,23.343,0,-1921.604,23.33333,0,19.16734,0,322.1479,0,0.7646847,0.06388845,55.71642,0.4636263,0,0,-68.74999,174.7929,-0.125,0,174.7931,0,0,0.5675637,0,324.4727,0,0.02701932,-5.530967e-06,2.561722,0,0,-118.75,93.3444,-25.225,0,93.14455,-25,0,-8.602028,0,322.6289,0,0.1550444,0.008081081,37.73547,0,0,6.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:05.651Z,50,-0.8124999,-1919.371,23.3855,0,-1919.178,23.33333,0,14.90487,0,321.4707,0,0.6289626,0.05320065,56.74881,0.4636263,0,0,50,174.7934,0.09999999,0,174.7931,0,0,-3.231008,0,324.8852,0,0.03425829,4.187234e-06,2.234664,0,0,150,90.7465,-24.55,999.9998,90.60073,-16.39997,0,-2.339598,0,322.8701,0,0.07724848,0.003226527,29.06147,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:06.149Z,50,17.375,-1907.798,23.3705,0,-1907.604,23.33333,0,15.94062,0,322.7768,0,0.7044264,0.05902056,55.57842,0.4636263,0,0,-62.49999,179.3727,-0.125,0,179.3731,0,0,-1.073401,0,324.6211,0,0.0337264,0,2.13849,0,0,-31.25,84.9135,-24.925,0,84.71355,-25,0,-7.229707,0,322.8622,0,0.1685175,0.008949581,40.98515,0,0,-6.25,1,-0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:06.257Z,50,-16.9375,-1905.278,23.29575,0,-1905.084,23.33333,0,17.69642,0,322.6531,0,0.7487687,0.06338271,56.27781,0.4636263,0,0,-56.25,179.3727,-0.125,0,179.3731,0,0,-0.5471539,0,324.625,0,0.03604258,9.511785e-06,2.758426,0,0,25,82.2136,-25.075,0,82.01356,-25,0,-9.2412,0,322.7477,0,0.1597706,0.008397596,40.15515,0,0,6.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:06.351Z,50,-6.0625,-1903.039,23.26825,0,-1902.844,23.33333,0,20.72968,0,320.9415,0,0.8596544,0.0727995,56.77354,0.4636263,0,0,150,178.7897,-24.325,0,178.5856,-25,0,-7.515144,0,324.0326,0,0.1831342,0.009342809,37.45775,0,0,-37.5,81.4798,0.025,0,81.48006,0,0,-0.5026599,0,323.445,0,0.02614401,0,3.756843,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:06.649Z,50,1.6875,-1896.039,23.32575,0,-1895.844,23.33333,0,17.97578,0,320.9372,0,0.7769611,0.0652258,56.22836,0.4636263,0,0,25,171.2857,-24.9,0,171.0856,-25,0,-8.523594,0,323.9612,0,0.1476682,0.007833108,39.4291,0,0,-25,81.48,-0.05,0,81.48006,0,0,1.18072,0,323.5487,0,0.0314903,-3.413834e-06,1.519392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:06.749Z,50,0.7499999,-1893.705,23.377,0,-1893.511,23.33333,0,14.06762,0,321.7964,0,0.6431613,0.05418437,57.85059,0.4636263,0,0,-18.75,168.7852,-25.15,0,168.5856,-25,0,-7.085268,0,324.2343,0,0.134101,0.00717182,38.58272,0,0,-18.75,81.4801,-0.025,0,81.48006,0,0,0.07861272,0,323.5018,0,0.03085751,-3.188279e-06,3.09036,0,0,-6.25,1,-0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:06.85Z,50,9.687499,-1891.371,23.3915,0,-1891.178,23.33333,0,13.53137,0,321.4901,0,0.6626241,0.05571859,55.98554,0.4636263,0,0,18.75,166.286,-24.925,0,166.0856,-25,0,-8.646132,0,324.0274,0,0.1541499,0.008292901,39.58306,0,0,-12.5,81.4801,0,0,81.48006,0,0,0.8590676,0,323.5179,0,0.02334962,5.222491e-06,2.275934,0,0,-12.5,1,-0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:06.951Z,50,-5.875,-1889.038,23.33225,0,-1888.844,23.33333,0,15.46573,0,321.6943,0,0.7116939,0.060539,56.90957,0.4636263,0,0,887.4999,164.1723,0.125,0,164.1721,0,0,0.3468792,0,325.2912,0,0.05875418,3.37964e-05,1.070829,0,0,-18.75,81.4801,-0.025,499.9999,81.48805,2,0,0.9201396,0,323.7137,0,0.02048223,2.212095e-06,1.902716,0,0,12.5,1.0001,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:07.05Z,50,-8.062499,-1886.705,23.361,9.536742e-07,-1886.511,23.33333,0,14.99041,0,322.0227,0,0.5993857,0.05023577,56.02956,0.4636263,0,0,18.75,164.1722,0.025,0,164.1721,0,0,-1.340352,0,324.7354,0,0.02199026,0,1.23184,0,0,93.74999,83.5681,25.4,0,83.76756,25,0,8.510927,0,322.5643,0,0.1275959,0.006572888,39.44837,0,0,0,1.0001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:07.609Z,50,-3.0625,-1873.732,23.364,0,-1873.538,23.33333,0,13.89569,0,322.7054,0,0.654553,0.05542283,57.03311,0.4636263,0,0,-12.5,168.8218,-0.05,0,168.8221,0,0,0.5337067,0,324.536,0,0.02146603,4.333553e-07,3.789271,0,0,337.5,92.3489,26.725,0,92.54556,25,0,8.521539,0,322.6536,0,0.1311363,0.005939201,41.74517,0,0,-6.25,1.0003,-0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:07.708Z,50,-5.875,-1871.398,23.35025,0,-1871.204,23.33333,0,13.56339,0,322.4224,0,0.6944409,0.05861178,56.27134,0.4636263,0,0,0,168.822,0,0,168.8221,0,0,0.7233449,0,324.3308,0,0.02758819,-6.682642e-07,2.030685,0,0,-74.99999,94.8451,24.85,0,95.04556,25,0,9.292246,0,322.5541,0,0.1606532,0.008406781,41.46204,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:07.809Z,50,8.624999,-1868.972,23.34,0,-1868.778,23.33333,0,15.55385,0,320.0466,0,0.7185178,0.06125691,57.49458,0.4636263,0,0,0,168.822,0,0,168.8221,0,0,0.467856,0,324.3706,0,0.02198112,4.083512e-06,1.4505,0,0,37.5,97.4453,25.025,0,97.64555,25,0,8.038158,0,321.7254,0,0.1617511,0.008337115,39.0715,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:08.307Z,50,-5,-1857.398,23.32525,-9.536742e-07,-1857.204,23.33333,0,14.60348,0,319.5112,0,0.7167482,0.05988169,57.40992,0.4636263,0,0,843.7499,162.4629,-19.95,586.0605,162.325,-15.80473,0,7.4308,0,321.5724,0,0.05898252,-0.00114828,14.9831,0,0,1212.5,102.7791,-26.075,771.3686,102.597,-20.80207,0,9.707476,0,319.9986,0,0.1184799,-0.005152614,18.74227,0,0,-6.25,1.0004,-0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:08.411Z,50,3,-1854.972,23.33025,0,-1854.778,23.33333,0,15.48145,0,318.4966,0,0.7531465,0.06419487,57.85481,0.4636263,0,0,18.75,160.8725,-15.2,-9.536742e-05,160.7521,-15.12414,0,-4.468478,0,322.3499,0,0.1065865,0.003423218,26.10118,0,0,0,100.6852,-19.975,0,100.5267,-19.90629,0,-7.735704,0,320.8289,0,0.1316588,0.005542371,31.1566,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:08.713Z,50,21.5625,-1847.971,23.36175,0,-1847.778,23.33333,0,14.54194,0,319.4505,0,0.751241,0.06391442,55.91344,0.4636263,0,0,50,156.3363,-14.925,0,156.2149,-15.12414,0,-8.286799,0,323.3976,0,0.123992,0.003805403,27.17273,0,0,43.75,94.7137,-19.975,0,94.55482,-19.90629,0,-7.58162,0,321.6457,0,0.1317186,0.005546405,32.44864,0,0,6.25,1.0001,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:08.909Z,50,-32.875,-1843.398,23.28825,0,-1843.204,23.33333,0,15.38032,0,322.1939,0,0.7033594,0.05922157,56.54002,0.4636263,0,0,-512.4999,153.8825,-15.125,-9.536742e-05,153.7623,-15.01189,0,-8.356457,0,323.6345,0,0.1553716,0.004736875,27.62,0,0,606.2499,92.0971,19.8,0,92.26084,19.99108,0,12.51885,0,322.0075,0,0.2569814,0.01096288,36.3627,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:09.011Z,50,7.874999,-1840.972,23.3145,9.536742e-07,-1840.778,23.33333,0,17.29044,0,319.5037,0,0.8028848,0.06850409,56.88744,0.4636263,0,0,-6.25,152.3214,-14.975,0.0001907348,152.201,-15.01189,0,-6.04759,0,323.4517,0,0.1256287,0.003958854,26.05205,0,0,0,94.1799,20.025,9.536742e-05,94.33991,19.99108,0,8.231468,0,321.9441,0,0.147642,0.00621568,32.374,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:09.207Z,50,-20.25,-1836.398,23.29675,0,-1836.204,23.33333,0,15.64162,0,322.1305,0,0.7585405,0.06367124,56.20055,0.4636263,0,0,-118.75,149.3792,-15.15,0.0001907348,149.2587,-15.01189,0,-6.858716,0,323.9653,0,0.122072,0.003801672,27.60908,0,0,93.74999,98.0987,20.225,-0.0001907348,98.25816,19.99108,0,6.465264,0,322.5573,0,0.1173562,0.004846629,34.31742,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:09.406Z,50,-0.8124999,-1831.732,23.38075,0,-1831.538,23.33333,0,12.583,0,321.8782,0,0.6873356,0.05805348,56.70034,0.4636263,0,0,-56.25,146.3759,-15.125,0,146.2563,-15.01189,0,-4.453759,0,323.6677,0,0.1003449,0.003102968,27.05532,0,0,-87.49999,102.0956,19.675,-9.536742e-05,102.2564,19.99108,0,9.02133,0,322.3274,0,0.1736277,0.007370512,32.75459,0,0,-6.25,1.0001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:09.608Z,50,1.625,-1826.972,23.30975,0,-1826.778,23.33333,0,15.46991,0,319.9421,0,0.8120958,0.06892726,58.70562,0.4636263,0,0,50,142.4026,-23.65,1.887321,142.2144,-23.70789,0,-6.75054,0,323.2449,0,0.1194504,0.005884985,36.94886,0,0,106.25,102.7298,-7.9,-5.635929,102.6675,-7.933147,0,-5.52213,0,322.5086,0,0.09102068,0.001487585,17.16421,0,0,0,0.9483,-0.05,7.100582,0.9485758,0.02832985,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:10.107Z,50,-10.5,-1815.398,23.31075,0,-1815.204,23.33333,0,15.64108,0,322.0026,0,0.7383058,0.06207917,56.15945,0.4636263,0,0,-18.75,139.513,-0.05,0,139.5131,0,0,-0.04260718,0,324.4661,0,0.02500224,-2.012388e-06,2.447713,0,0,181.25,93.1095,-24.525,0,92.90855,-25,0,-12.64835,0,322.5056,0,0.1815204,0.009367331,39.68102,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:10.209Z,50,7.375,-1812.972,23.30325,0,-1812.778,23.33333,0,18.01958,0,319.6966,0,0.8359636,0.0710253,56.89912,0.4636263,0,0,0,139.5131,0,0,139.5131,0,0,1.081477,0,324.1595,0,0.02353169,3.804581e-06,1.165675,0,0,818.7499,90.5845,-14.55,999.9999,90.50935,-6.95996,0,2.312391,0,323.2655,0,0.04884368,-0.0003094764,9.535448,0,0,6.25,1.0001,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:10.308Z,50,-3.25,-1810.732,23.33475,-9.536742e-07,-1810.538,23.33333,0,15.97173,0,322.4392,0,0.6969995,0.05895043,57.94395,0.4636263,0,0,868.7499,139.6045,4.8,789.1901,139.6802,11.06126,0,19.75522,0,324.3771,0,0.2846594,0.003566042,21.90865,0,0,-856.2499,89.8337,-3.55,-613.6364,89.77671,-8.573588,0,-13.55312,0,323.1654,0,0.1903113,0.001630183,18.42031,0,0,-12.5,0.9995,-0.05,-25.22211,0.9964896,-0.3768291,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:10.509Z,50,9.999999,-1805.972,23.3375,9.536742e-07,-1805.778,23.33333,0,15.99163,0,320.0443,0,0.7632502,0.06472689,56.22242,0.4636263,0,0,1062.5,142.9758,22,999.9999,143.2001,30,0,17.12615,0,322.0052,0,0.3220961,0.01565533,42.76048,0,0,0,87.3206,0.075,0,87.32206,0,0,2.612335,0,323.073,0,0.04627282,1.404834e-05,2.243781,0,0,0,1.0006,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:10.707Z,50,-11.4375,-1801.398,23.348,0,-1801.204,23.33333,0,13.2931,0,322.4327,0,0.6595393,0.05537098,56.54743,0.4636263,0,0,43.75,144.0671,0.075,0,144.0671,0,0,-0.8718805,0,324.3473,0,0.02451737,-1.199883e-05,5.255245,0,0,137.5,84.3356,-24.55,0,84.13456,-25,0,-12.6678,0,322.2706,0,0.1890366,0.009863914,38.11732,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:10.81Z,50,-15.375,-1798.972,23.27625,0,-1798.778,23.33333,0,17.79304,0,320.501,0,0.7822392,0.06603666,57.58737,0.4636263,0,0,-31.25,144.0669,-0.05,0,144.0671,0,0,-1.573219,0,324.2951,0,0.03085052,1.7198e-05,0.9785867,0,0,25,81.7373,-24.575,999.9999,81.58781,-16.68011,0,-6.173537,0,321.6836,0,0.110849,0.005066345,35.48484,0,0,6.25,1.0001,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:11.007Z,50,-11.4375,-1794.398,23.30775,0,-1794.204,23.33333,0,12.60539,0,322.1505,0,0.7189014,0.06061876,59.28818,0.4636263,0,0,0,140.1585,-25.05,0,139.9586,-25,0,-8.818941,0,323.9815,0,0.1319807,0.006880861,39.18446,0,0,0,81.4801,0,0,81.48006,0,0,1.149906,0,323.0585,0,0.02599632,-2.27475e-06,1.082821,0,0,-12.5,1,-0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:11.208Z,50,-16.4375,-1789.732,23.3195,0,-1789.538,23.33333,0,15.4373,0,322.0981,0,0.7113288,0.06080268,58.70984,0.4636263,0,0,-50,135.1591,-25.05,0,134.9586,-25,0,-8.921676,0,323.6841,0,0.1523804,0.008100521,40.2118,0,0,-18.75,81.48,-0.05,0,81.48006,0,0,2.542924,0,322.8755,0,0.02672211,0,0.796501,0,0,-6.25,1.0001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:11.412Z,50,-0.4999999,-1784.972,23.29575,0,-1784.778,23.33333,0,17.86974,0,320.127,0,0.8369991,0.07106442,56.73597,0.4636263,0,0,6.25,130.0584,-24.975,0,129.8586,-25,0,-8.02766,0,322.9667,0,0.131352,0.006844939,38.19492,0,0,0,81.4801,0,0,81.48006,0,0,2.542803,0,322.9034,0,0.0279678,-2.920677e-06,1.380044,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:11.713Z,50,11.25,-1777.972,23.335,0,-1777.778,23.33333,0,17.23245,0,320.8724,0,0.7296001,0.0615598,56.13525,0.4636263,0,0,25,128.8272,0.05,0,128.8271,0,0,-0.006128594,0,324.6177,0,0.02052207,0,1.177753,0,0,-981.2499,87.3225,1.925,0,87.32206,0,0,-7.617787,0,323.5131,0,0.1323614,-0.0001282145,7.1978,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:11.808Z,50,-1.5,-1775.731,23.38475,-9.536742e-07,-1775.538,23.33333,0,12.56867,0,322.7547,0,0.6084691,0.05166189,57.02345,0.4636263,0,0,437.5,130.2557,1.325,700.847,130.2735,4.20493,0,-0.3898918,0,325.0374,0,0.07691315,4.275168e-05,13.73329,0,0,0,87.3219,0,711.8428,87.34483,4.271142,0,-0.4050617,0,323.3663,0,0.01903977,0,3.905035,0,0,-12.5,1,-0.025,-45.75481,0.9985279,-0.2755184,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:12.01Z,50,15.5625,-1770.972,23.32425,9.536742e-07,-1770.778,23.33333,0,17.1547,0,320.416,0,0.7897668,0.06647357,56.56627,0.4636263,0,0,-656.2499,133.4272,1.075,0,133.4261,0,0,-5.886888,0,324.4707,0,0.08314002,-3.896994e-05,4.528404,0,0,-631.2499,90.4967,0.85,0,90.49706,0,0,-2.189838,0,323.0977,0,0.03054566,-8.073262e-06,1.278686,0,0,-43.75,1.0004,0.075,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:12.107Z,50,3.125,-1768.731,23.36175,0,-1768.538,23.33333,0,14.66344,0,322.3311,0,0.6693951,0.0569953,56.90141,0.4636263,0,0,62.49999,133.426,0.09999999,0,133.4261,0,0,-0.7182605,0,324.4162,0,0.02310719,-1.705516e-06,4.25147,0,0,-887.4999,92.8609,25.2,0,93.05956,25,0,0.3769362,0,323.5497,0,0.04554253,-0.0009626627,30.43679,0,0,-6.25,1.0002,-0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:12.309Z,50,11.3125,-1763.972,23.32225,0,-1763.778,23.33333,0,16.18587,0,320.2337,0,0.8440269,0.07168349,57.16683,0.4636263,0,0,-43.75,133.4258,-0.09999999,0,133.4261,0,0,-0.7464746,0,324.1978,0,0.02042972,1.023167e-06,0.2171928,0,0,50,97.9596,25.125,0,98.15955,25,0,8.449748,0,321.8857,0,0.1427404,0.007394584,40.3069,0,0,6.25,1.0001,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:12.407Z,50,6.125,-1761.732,23.381,0,-1761.538,23.33333,0,12.55997,0,321.595,0,0.6964387,0.05899442,57.79327,0.4636263,0,0,25,133.4261,0.05,0,133.4261,0,0,-0.7454066,0,324.2245,0,0.01905844,-1.880801e-06,1.959457,0,0,18.75,100.3593,25,0,100.5596,25,0,7.574607,0,322.3745,0,0.1568849,0.008303035,39.29206,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:12.711Z,50,1.9375,-1754.638,23.3835,0,-1754.444,23.33333,0,12.28186,0,321.6501,0,0.6430106,0.05331366,54.78508,0.4636263,0,0,437.5,136.605,1.15,0,136.6011,0,0,5.281122,0,324.6021,0,0.08694901,0.0002157702,8.689674,0,0,-12.5,103.5289,-0.025,499.9999,103.5371,2,0,-0.9612478,0,323.4637,0,0.02656186,2.709037e-06,1.131052,0,0,6.25,1.0001,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:13.009Z,50,9.249999,-1747.731,23.363,0,-1747.538,23.33333,0,14.39817,0,322.1033,0,0.6566083,0.055834,57.44511,0.4636263,0,0,-256.25,135.7651,-12.575,-6.334304,135.6756,-11.54233,0,-3.337824,0,324.0285,0,0.07051317,0.00135803,22.88395,0,0,293.75,109.8455,23.625,-3.224659,110.0201,22.1747,0,9.366191,0,322.4795,0,0.1284369,0.005034266,38.03154,0,0,-12.5,0.9636,-0.325,5.992317,0.9612719,-0.2391685,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:13.211Z,50,18.5625,-1742.972,23.32,0,-1742.778,23.33333,0,17.23278,0,320.9205,0,0.8301077,0.06991408,56.36352,0.4636263,0,0,1231.25,133.8455,10.825,999.9999,133.9751,18,0,14.33958,0,323.3442,0,0.2741441,0.006691513,25.33762,0,0,-31.25,113.4776,-0.175,0,113.4751,0,0,-1.039085,0,323.2386,0,0.05755559,4.254502e-05,4.451118,0,0,-6.25,1.0006,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:13.408Z,50,-2.8125,-1738.398,23.3575,0,-1738.204,23.33333,0,13.56329,0,321.623,0,0.7144064,0.06008967,55.97469,0.4636263,0,0,-25,138.6619,24.8,0,138.8625,25,0,9.075336,0,323.9452,0,0.141543,0.007444469,40.59633,0,0,50,113.4752,0.09999999,0,113.4751,0,0,-2.60635,0,323.1151,0,0.03851158,-2.164746e-05,5.521716,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:13.609Z,50,-0.5624999,-1733.732,23.3725,0,-1733.538,23.33333,0,13.89998,0,321.8707,0,0.6329464,0.05384117,57.29938,0.4636263,0,0,-6.25,141.4886,14.95,-9.536742e-05,141.609,15.01052,0,5.829082,0,323.4981,0,0.1313471,0.004180506,26.68304,0,0,-18.75,110.8462,-19.975,0,110.6862,-19.99211,0,-8.08639,0,322.2158,0,0.1418626,0.00575835,34.63602,0,0,-12.5,1,-0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:13.728Z,50,-5.875,-1730.932,23.28275,0,-1730.738,23.33333,0,18.34393,0,319.3611,0,0.7916873,0.06669953,57.57938,0.4636263,0,0,56.25,143.2897,14.95,-9.536742e-05,143.4103,15.01052,0,6.879012,0,323.3948,0,0.1154891,0.003532244,26.60567,0,0,118.75,108.4473,-19.85,-0.0001907348,108.2871,-19.99211,0,-8.874943,0,321.8695,0,0.1444674,0.006068745,33.28371,0,0,6.25,1.0001,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:14.029Z,50,12.75,-1723.932,23.3495,0,-1723.738,23.33333,0,14.43084,0,319.5204,0,0.7579342,0.06367435,58.90771,0.4636263,0,0,-18.75,138.44,-20.95,3.036499,138.2735,-20.84227,0,-6.085993,0,323.1756,0,0.1091748,0.004736066,33.36729,0,0,81.24999,104.7666,-13.8,-4.313373,104.6576,-13.79381,0,-6.060465,0,322.2988,0,0.09334314,0.002643833,24.66027,0,0,0,0.9251,0.55,6.849193,0.9301665,0.5746017,0,0,0,0,0,0,0,0,0,0
Timestamp,2017-07-25T20:33:14.328Z,50,-5.6875,-1716.932,23.3125,0,-1716.738,23.33333,0,16.82709,0,319.9845,0,0.7486559,0.06328575,57.3672,0.4636263,0,0,0,133.4254,0.075,0,133.4261,0,0,0.7944672,0,324.294,0,0.03153197,7.741698e-06,1.672617,0,0,331.25,104.2135,25.55,0,104.4166,25,0,8.458488,0,321.6825,0,0.1358408,0.006958466,42.77421,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
